Severity,Date,Finding,Target,Template,Rules Package,ARN,Rule,AWS agent ID,AMI ID,Auto Scaling Group,Hostname,IPv4 Addresses,Asset Type,Confidence,Description,Indicator of Compromise,Numeric Severity,Recommendation,Service,Assessment Run ARN,Rules Package ARN,CVSS2 Score,CVSS2 Vector,CVSS3 Score,CVSS3 Vector,CIS Weight,Last Update
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 17.5.4 L1 Ensure Audit Other LogonLogoff Events is set to Success and Failure, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-bzXXdgtY,17.5.4 (L1) Ensure 'Audit Other Logon/Logoff Events' is set to 'Success and Failure',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

               
This subcategory reports other logon/logoff-related events, such as Terminal Services session disconnects and reconnects, using RunAs to run processes under a different account, and locking and unlocking a workstation. Events for this subcategory include:

               
4649: A replay attack was detected.4778: A session was reconnected to a Window Station.4779: A session was disconnected from a Window Station.4800: The workstation was locked.4801: The workstation was unlocked.4802: The screen saver was invoked.4803: The screen saver was dismissed.5378: The requested credentials delegation was disallowed by policy.5632: A request was made to authenticate to a wireless network.5633: A request was made to authenticate to a wired network.
               

               
The recommended state for this setting is: Success and Failure.

            

Rationale

               
Auditing these events may be useful when investigating a security incident.

            

",,9,"
               
                  
                     To establish the recommended configuration via GP, set the following UI path to Success and Failure:
                     Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Audit Policies\Logon/Logoff\Audit Other Logon/Logoff Events
                     Impact:
                     If no audit settings are configured, or if audit settings are too lax on the computers in your organization, security incidents might not be detected or not enough evidence will be available for network forensic analysis after security incidents occur. However, if audit settings are too severe, critically important entries in the Security log may be obscured by all of the meaningless entries and computer performance and the available amount of data storage may be seriously affected. Companies that operate in certain regulated industries may have legal obligations to log certain events or activities.
                     
                  
               
            ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 18.9.81.2.3 L1 Ensure Disallow WinRM from storing RunAs credentials is set to Enabled, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-ZLfUfba3,18.9.81.2.3 (L1) Ensure 'Disallow WinRM from storing RunAs credentials' is set to 'Enabled',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

                     
This policy setting allows you to manage whether the Windows Remote Management (WinRM) service will not allow RunAs credentials to be stored for any plug-ins.

                     
If you enable this policy setting, the WinRM service will not allow the RunAsUser or RunAsPassword configuration values to be set for any plug-ins. If a plug-in has already set the RunAsUser and RunAsPassword configuration values, the RunAsPassword configuration value will be erased from the credential store on this computer.

                     
If you disable or do not configure this policy setting, the WinRM service will allow the RunAsUser and RunAsPassword configuration values to be set for plug-ins and the RunAsPassword value will be stored securely.

                     
If you enable and then disable this policy setting, any values that were previously configured for RunAsPassword will need to be reset.

                     
The recommended state for this setting is: Enabled.

                  

Rationale

                     
Although the ability to store RunAs credentials is a convenient feature it increases the risk of account compromise slightly. For example, if you forget to lock your desktop before leaving it unattended for a few minutes another person could access not only the desktop of your computer but also any hosts you manage via WinRM with cached RunAs credentials.

                  

",,9,"
                     
                        
                           To establish the recommended configuration via GP, set the following UI path to Enabled:
                           Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Remote Management (WinRM)\WinRM Service\Disallow WinRM from storing RunAs credentials
                           Impact:
                           The WinRM service will not allow the RunAsUser or RunAsPassword configuration values to be set for any plug-ins. If a plug-in has already set the RunAsUser and RunAsPassword configuration values, the RunAsPassword configuration value will be erased from the credential store on this computer.If this setting is later Disabled again, any values that were previously configured for RunAsPassword will need to be reset.
                           
                        
                     
                  ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 1.1.3 L1 Ensure Minimum password age is set to 1 or more days, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-4qVtZnpu,1.1.3 (L1) Ensure 'Minimum password age' is set to '1 or more day(s)',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

               
This policy setting determines the number of days that you must use a password before you can change it. The range of values for this policy setting is between 1 and 999 days. (You may also set the value to 0 to allow immediate password changes.) The default value for this setting is 0 days.

               
The recommended state for this setting is: 1 or more day(s).

            

Rationale

               
Users may have favorite passwords that they like to use because they are easy to remember and they believe that their password choice is secure from compromise. Unfortunately, passwords are compromised and if an attacker is targeting a specific individual user account, with foreknowledge of data about that user, reuse of old passwords can cause a security breach. To address password reuse a combination of security settings is required. Using this policy setting with the Enforce password history setting prevents the easy reuse of old passwords. For example, if you configure the Enforce password history setting to ensure that users cannot reuse any of their last 12 passwords, they could change their password 13 times in a few minutes and reuse the password they started with, unless you also configure the Minimum password age setting to a number that is greater than 0. You must configure this policy setting to a number that is greater
                  than 0 for the Enforce password history setting to be effective.

            

",,9,"
               
                  
                     To establish the recommended configuration via GP, set the following UI path to 1 or more day(s):
                     Computer Configuration\Policies\Windows Settings\Security Settings\Account Policies\Password Policy\Minimum password age
                     Impact:
                     If an administrator sets a password for a user but wants that user to change the password when the user first logs on, the administrator must select the User must change password at next logon check box, or the user will not be able to change the password until the next day.
                     
                  
               
            ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 18.8.38.5.1 L2 Ensure Microsoft Support Diagnostic Tool Turn on MSDT interactive communication with support provider is set to Disabled, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 2 - Member Server.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-cHQuuJbc,18.8.38.5.1 (L2) Ensure 'Microsoft Support Diagnostic Tool: Turn on MSDT interactive communication with support provider' is set to 'Disabled',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

                     
This policy setting configures Microsoft Support Diagnostic Tool (MSDT) interactive communication with the support provider. MSDT gathers diagnostic data for analysis by support professionals.

                     
The recommended state for this setting is: Disabled.

                  

Rationale

                     
Due to privacy concerns, data should never be sent to any 3rd party since this data could contain sensitive information.

                  

",,9,"
                     
                        
                           To establish the recommended configuration via GP, set the following UI path to Disabled:
                           Computer Configuration\Policies\Administrative Templates\System\Troubleshooting and Diagnostics\Microsoft Support Diagnostic Tool\Microsoft Support Diagnostic Tool: Turn on MSDT interactive communication with support provider
                           Impact:
                           If you disable this policy setting, MSDT cannot run in support mode, and no data can be collected or sent to the support provider.
                           
                        
                     
                  ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 18.4.9.2 L2 Ensure Turn off Microsoft Peer-to-Peer Networking Services is set to Enabled, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 2 - Member Server.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-lMzkqbD3,18.4.9.2 (L2) Ensure 'Turn off Microsoft Peer-to-Peer Networking Services' is set to 'Enabled',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

                  

                     The Peer Name Resolution Protocol (PNRP) allows for distributed resolution of a name to an IPV6 address and port number. The protocol operates in the context of 
                     clouds
                     . A cloud is a set of peer computers that can communicate with each other by using the same IPv6 scope.
                  

                  
Peer-to-Peer protocols allow for applications in the areas of RTC, collaboration, content distribution and distributed processing.
                  

                  
The recommended state for this setting is: Enabled.
                  

               

Rationale

                  

                     This setting enhances the security of the environment and reduces the overall risk exposure related to peer-to-peer networking.
                  

               

",,9,"
                  
                     
                        
                           To establish the recommended configuration via GP, set the following UI path to 
                           Enabled
                           :
                        
                        Computer Configuration\Policies\Administrative Templates\Network\Microsoft Peer-to-Peer Networking Services\Turn off Microsoft Peer-to-Peer Networking Services
                        
                        Impact:
                        If you enable this setting, peer-to-peer protocols will be turned off.
                           If you disable this setting or do not configure it, the peer-to-peer protocols will be turned on.
                           This setting turns off Microsoft Peer-to-Peer Networking Services in its entirety, and will cause all dependent applications to stop working.
                           
                        
                     
                  
               ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 18.3.1 L1 Ensure MSS AutoAdminLogon Enable Automatic Logon not recommended is set to Disabled, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-FfdRyXqL,18.3.1 (L1) Ensure 'MSS: (AutoAdminLogon) Enable Automatic Logon (not recommended)' is set to 'Disabled',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

               
This setting is separate from the Welcome screen feature in Windows XP and Windows Vista; if that feature is disabled, this setting is not disabled. If you configure a computer for automatic logon, anyone who can physically gain access to the computer can also gain access to everything that is on the computer, including any network or networks to which the computer is connected. Also, if you enable automatic logon, the password is stored in the registry in plaintext, and the specific registry key that stores this value is remotely readable by the Authenticated Users group.

               
For additional information, see Microsoft Knowledge Base article 324737: How to turn on automatic logon in Windows.

               
The recommended state for this setting is: Disabled.

            

Rationale

               
If you configure a computer for automatic logon, anyone who can physically gain access to the computer can also gain access to everything that is on the computer, including any network or networks that the computer is connected to. Also, if you enable automatic logon, the password is stored in the registry in plaintext. The specific registry key that stores this setting is remotely readable by the Authenticated Users group. As a result, this entry is appropriate only if the computer is physically secured and if you ensure that untrusted users cannot remotely see the registry.

            

",,9,"
               
                  
                     To establish the recommended configuration via GP, set the following UI path to Disabled:
                     Computer Configuration\Policies\Administrative Templates\MSS (Legacy)\MSS: (AutoAdminLogon) Enable Automatic Logon (not recommended)
                     Note: This Group Policy path does not exist by default. An additional Group Policy template (MSS-legacy.admx/adml) is required - it is included with Microsoft Security Compliance Manager (SCM).
                     Impact:
                     None. By default this entry is not enabled.
                     
                  
               
            ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 9.3.3 L1 Ensure Windows Firewall Public Outbound connections is set to Allow default, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-ATt0OQPp,9.3.3 (L1) Ensure 'Windows Firewall: Public: Outbound connections' is set to 'Allow (default)',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

               
This setting determines the behavior for outbound connections that do not match an outbound firewall rule. The default behavior is to allow connections unless there are firewall rules that block the connection.

               
Important: If you set Outbound connections to Block and then deploy the firewall policy by using a GPO, computers that receive the GPO settings cannot receive subsequent Group Policy updates unless you create and deploy an outbound rule that enables Group Policy to work. Predefined rules for Core Networking include outbound rules that enable Group Policy to work. Ensure that these outbound rules are active, and thoroughly test firewall profiles before deploying.

               
The recommended state for this setting is: Allow (default).

            

Rationale

               
Some people believe that it is prudent to block all outbound connections except those specifically approved by the user or administrator. Microsoft disagrees with this opinion, blocking outbound connections by default will force users to deal with a large number of dialog boxes prompting them to authorize or block applications such as their web browser or instant messaging software. Additionally, blocking outbound traffic has little value because if an attacker has compromised the system they can reconfigure the firewall anyway.

            

",,9,"
               
                  
                     To establish the recommended configuration via GP, set the following UI path to Allow (default):
                     Computer Configuration\Policies\Windows Settings\Security Settings\Windows Firewall with Advanced Security\Windows Firewall with Advanced Security\Windows Firewall Properties\Public Profile\Outbound connections
                     Impact:
                     None, this is the default configuration.
                     
                  
               
            ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 2.2.2 L1 Configure Access this computer from the network, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-jzD8Upk0,2.2.2 (L1) Configure 'Access this computer from the network',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

               
This policy setting allows other users on the network to connect to the computer and is required by various network protocols that include Server Message Block (SMB)based protocols, NetBIOS, Common Internet File System (CIFS), and Component Object Model Plus (COM+).

               
Level 1 - Domain Controller. The recommended state for this setting is: Administrators, Authenticated Users, ENTERPRISE DOMAIN CONTROLLERS.Level 1 - Member Server. The recommended state for this setting is: Administrators, Authenticated Users.
                  
               

            

Rationale

               
Users who can connect from their computer to the network can access resources on target computers for which they have permission. For example, the Access this computer from the network user right is required for users to connect to shared printers and folders. If this user right is assigned to the Everyone group, then anyone in the group will be able to read the files in those shared folders. However, this situation is unlikely for new installations of Windows Server 2003 with Service Pack 1 (SP1), because the default share and NTFS permissions in Windows Server 2003 do not include the Everyone group. This vulnerability may have a higher level of risk for computers that you upgrade from Windows NT 4.0 or Windows 2000, because the default permissions for these operating systems are not as restrictive as the default permissions in Windows Server 2003.

            

",,9,"
               
                  
                     To establish the recommended configuration via GP, configure the following UI path:
                     Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\User Rights Assignment\Access this computer from the network
                     Impact:
                     If you remove the Access this computer from the network user right on domain controllers for all users, no one will be able to log on to the domain or use network resources. If you remove this user right on member servers, users will not be able to connect to those servers through the network. Successful negotiation of IPsec connections requires that the initiating machine has this right, therefore it is recommended that it is assigned to the Users group. If you have installed optional components such as ASP.NET or Internet Information Services (IIS), you may need to assign this user right to additional accounts that are required by those components. It is important to verify that authorized users are assigned this user right for the computers they need to access the network.
                     
                  
               
            ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 2.3.17.1 L1 Ensure User Account Control Admin Approval Mode for the Built-in Administrator account is set to Enabled, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-057N75IU,2.3.17.1 (L1) Ensure 'User Account Control: Admin Approval Mode for the Built-in Administrator account' is set to 'Enabled',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

                  
This policy setting controls the behavior of Admin Approval Mode for the built-in Administrator account.

                  
The options are:- Enabled: The built-in Administrator account uses Admin Approval Mode. By default, any operation that requires elevation of privilege will prompt the user to approve the operation.- Disabled: (Default) The built-in Administrator account runs all applications with full administrative privilege.

                  
The recommended state for this setting is: Enabled.

               

Rationale

                  
One of the risks that the User Account Control feature introduced with Windows Vista is trying to mitigate is that of malicious software running under elevated credentials without the user or administrator being aware of its activity. An attack vector for these programs was to discover the password of the account named ""Administrator"" because that user account was created for all installations of Windows. To address this risk, in Windows Vista the built-in Administrator account is disabled. In a default installation of a new computer, accounts with administrative control over the computer are initially set up in one of two ways:- If the computer is not joined to a domain, the first user account you create has the equivalent permissions as a local administrator.- If the computer is joined to a domain, no local administrator accounts are created. The Enterprise or Domain Administrator must log on to the computer and
                     create one if a local administrator account is warranted.

                  
Once Windows Vista is installed, the built-in Administrator account may be enabled, but we strongly recommend that this account remain disabled.

               

",,9,"
                  
                     
                        To establish the recommended configuration via GP, set the following UI path to Enabled:
                        Computer Configuration\Policies\Windows Settings\Security Settings\Local Policies\Security Options\User Account Control: Admin Approval Mode for the Built-in Administrator account
                        Impact:
                        Users that log on using the local Administrator account will be prompted for consent whenever a program requests an elevation in privilege.
                        
                     
                  
               ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
Informational,1.51806E+12,"Instance i-03e085d4f68678768 is hosting insecure service protocol(s) 137/udp (netbios-ns), 139/tcp (netbios-ssn), 138/udp (netbios-dgm), 80/tcp (http).",mgc-test-target,mgc-test-template,Runtime Behavior Analysis-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-ivxcHENq,Insecure server protocols,i-03e085d4f68678768,,,,,ec2-instance,10,"This rule helps determine whether your EC2 instances are hosting insecure services such as FTP, Telnet, HTTP, IMAP, POP version 3, SMTP, SNMP versions 1 and 2, rsh, and rlogin. ",,,"We recommend you disable insecure protocols in your assessment target and replace them with secure alternatives as listed below:

  -   Disable telnet, rsh, and rlogin and replace them with SSH. Where this is not possible, you should ensure that the insecure service is protected by appropriate network access controls such as VPC network ACLs and EC2 security groups.
  -   Replace FTP with SCP or SFTP where possible. Where this is not possible, you should ensure that the FTP server is protected by appropriate network access controls such as VPC network ACLs and EC2 security groups.
  -   Replace HTTP with HTTPS where possible. For more information specific to the web server in question see <a href=""http://nginx.org/en/docs/http/configuring_https_servers.html"" target=""_blank"">http://nginx.org/en/docs/http/configuring_https_servers.html</a> and [https://httpd.apache.org/docs/2.4/ssl/ssl_howto.html](https://httpd.apache.org/docs/2.4/ssl/ssl_howto.html).
  -   Disable IMAP, POP3, SMTP services if not required. If required, it’s recommended these email protocols should be used with encrypted protocols such as TLS.
  -   Disable SNMP service if not required. If required, replace SNMP v1, v2 with more secure SNMP v3 which uses encrypted communication.

  ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-P8Tel2Xj,,,,,,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 18.9.85.1 L1 Ensure Configure Automatic Updates is set to Enabled, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-OSYyCttC,18.9.85.1 (L1) Ensure 'Configure Automatic Updates' is set to 'Enabled',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

                  
This policy setting specifies whether computers in your environment will receive security updates from Windows Update or WSUS. If you configure this policy setting to Enabled, the operating system will recognize when a network connection is available and then use the network connection to search Windows Update or your designated intranet site for updates that apply to them.

                  
After you configure this policy setting to Enabled, select one of the following three options in the Configure Automatic Updates Properties dialog box to specify how the service will work:- Notify before downloading any updates and notify again before installing them.- Download the updates automatically and notify when they are ready to be installed. (Default setting)- Automatically download updates and install them on the schedule specified below.

                  
If you disable this policy setting, you will need to download and manually install any available updates from Windows Update.

                  
The recommended state for this setting is: Enabled.

               

Rationale

                  
Although each version of Windows is thoroughly tested before release, it is possible that problems will be discovered after the products are shipped. The Configure Automatic Updates setting can help you ensure that the computers in your environment will always have the most recent critical operating system updates and service packs installed.

               

",,9,"
                  
                     
                        To establish the recommended configuration via GP, set the following UI path to Enabled:
                        Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Update\Configure Automatic Updates
                        Impact:
                        Critical operating system updates and service packs will automatically download and install at 3:00 A.M. daily.
                        
                     
                  
               ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 18.9.48.3.3.4 L2 Ensure Do not allow supported Plug and Play device redirection is set to Enabled, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 2 - Member Server.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-pkiL18am,18.9.48.3.3.4 (L2) Ensure 'Do not allow supported Plug and Play device redirection' is set to 'Enabled',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

                        
This policy setting allows you to control the redirection of supported Plug and Play devices, such as Windows Portable Devices, to the remote computer in a Remote Desktop Services session.

                        
The recommended state for this setting is: Enabled.

                     

Rationale

                        
In a more security-sensitive environment, it is desirable to reduce the possible attack surface. The need for Plug and Play device redirection within a Remote Desktop session is very rare, so makes sense to reduce the number of unexpected avenues for data exfiltration and/or malicious code transfer.

                     

",,9,"
                        
                           
                              To establish the recommended configuration via GP, set the following UI path to Enabled:
                              Computer Configuration\Policies\Administrative Templates\Windows Components\Remote Desktop Services\Remote Desktop Session Host\Device and Resource Redirection\Do not allow supported Plug and Play device redirection
                              Impact:
                              If you enable this policy setting, users cannot redirect their supported Plug and Play devices to the remote computer
                              
                           
                        
                     ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
High,1.51806E+12,"
    Instance i-03e085d4f68678768 is not compliant with rule 17.2.4 L1 Ensure Audit Other Account Management Events is set to Success and Failure, 3.0.0 CIS Microsoft Windows Server 2008 R2 Benchmark.            

    Applicable profiles: Level 2 - Domain Controller, Level 1 - Member Server, Level 2 - Member Server, Level 1 - Domain Controller.
            ",mgc-test-target,mgc-test-template,CIS Operating System Security Configuration Benchmarks-1.0,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq/finding/0-FVL0yYRE,17.2.4 (L1) Ensure 'Audit Other Account Management Events' is set to 'Success and Failure',i-03e085d4f68678768,,,,,ec2-instance,10,"Description

               
This subcategory reports other account management events. Events for this subcategory include:

               
4782: The password hash an account was accessed.4793: The Password Policy Checking API was called.
               

               
The recommended state for this setting is: Success and Failure.

            

Rationale

               
Auditing these events may be useful when investigating a security incident.

            

",,9,"
               
                  
                     To establish the recommended configuration via GP, set the following UI path to Success and Failure:
                     Computer Configuration\Policies\Windows Settings\Security Settings\Advanced Audit Policy Configuration\Audit Policies\Account Management\Audit Other Account Management Events
                     Impact:
                     If no audit settings are configured, or if audit settings are too lax on the computers in your organization, security incidents might not be detected or not enough evidence will be available for network forensic analysis after security incidents occur. However, if audit settings are too severe, critically important entries in the Security log may be obscured by all of the meaningless entries and computer performance and the available amount of data storage may be seriously affected. Companies that operate in certain regulated industries may have legal obligations to log certain events or activities.
                     
                  
               
            ",Inspector,arn:aws:inspector:ap-southeast-2:215355426039:target/0-97Rjfn5o/template/0-nVN2nkjI/run/0-KOzMHWlq,arn:aws:inspector:ap-southeast-2:454640832652:rulespackage/0-Vkd2Vxjq,,,,,SCORED,1.51806E+12
